,source,target,ShpName,post_type,shape_leng,st_label,betweenness_e,physicalid
1299,"(-74.00035679133013, 40.733972788971094)","(-74.00070346537152, 40.73324040410996)",CSCL_MN,ST,295.904245336,GAY ST,5299.0,101155.0
1300,"(-73.99965310409642, 40.734069719488176)","(-73.99918595445679, 40.734138581908105)",CSCL_MN,ST,131.873911744,CHRISTOPHER ST,131393.0,804.0
1301,"(-73.99965310409642, 40.734069719488176)","(-73.99955589172522, 40.73361059539888)",CSCL_MN,AVE,169.429051056,GREENWICH AVE,45879.0,145605.0
1302,"(-73.99918595445679, 40.734138581908105)","(-73.99955589172522, 40.73361059539888)",CSCL_MN,AVE,217.978007492,AVE OF THE AMERICAS,520768.0,983.0
1303,"(-73.99918595445679, 40.734138581908105)","(-73.99591437458112, 40.73284718124169)",CSCL_MN,ST,1028.84430615,W 9 ST,109211.0,181518.0
1304,"(-74.00493121738941, 40.735303688589966)","(-74.00512616431496, 40.735961735172545)",CSCL_MN,ST,245.759005099,BLEECKER ST,184474.0,1071.0
1305,"(-74.00493121738941, 40.735303688589966)","(-74.00334159956924, 40.73553895851734)",CSCL_MN,ST,448.797901271,PERRY ST,22278.0,183478.0
1306,"(-74.0017691600302, 40.735761688823445)","(-74.00334159956924, 40.73553895851734)",CSCL_MN,ST,443.265249812,PERRY ST,25556.0,810.0
1307,"(-74.0017691600302, 40.735761688823445)","(-74.00194829577212, 40.7364139413873)",CSCL_MN,PL,242.766287215,WAVERLY PL,3023.0,79885.0
1308,"(-74.0017691600302, 40.735761688823445)","(-74.00155256290064, 40.735797316109704)",CSCL_MN,ST,61.4133914164,PERRY ST,30455.0,811.0
1309,"(-74.0017691600302, 40.735761688823445)","(-74.0016930437978, 40.73553459078625)",CSCL_MN,PL,85.3856248152,WAVERLY PL,4708.0,79884.0
1310,"(-74.00334159956924, 40.73553895851734)","(-74.00352731985085, 40.736178520505)",CSCL_MN,ST,238.629237434,W 4 ST,41900.0,1256.0
1311,"(-74.00155256290064, 40.735797316109704)","(-74.0010950050881, 40.73656323931118)",CSCL_MN,AVE,306.50924213,7 AVE S,282220.0,965.0
1312,"(-74.00155256290064, 40.735797316109704)","(-74.00072171322493, 40.7359264479965)",CSCL_MN,ST,235.012036336,PERRY ST,1582.0,812.0
1313,"(-74.00155256290064, 40.735797316109704)","(-74.0016930437978, 40.73553459078625)",CSCL_MN,AVE,103.333604009,7 AVE S,249763.0,964.0
1314,"(-74.00072171322493, 40.7359264479965)","(-74.0010950050881, 40.73656323931118)",CSCL_MN,AVE,254.022523449,GREENWICH AVE,51543.0,1218.0
1315,"(-74.00609031833338, 40.709912582728684)","(-74.00514773200297, 40.709425524460784)",CSCL_MN,ST,315.877089651,ANN ST,24530.0,826.0
1316,"(-74.00609031833338, 40.709912582728684)","(-74.00737534400257, 40.710578867900395)",CSCL_MN,ST,431.099092581,ANN ST,55352.0,827.0
1317,"(-74.00509364664792, 40.710977366173836)","(-74.00425299951922, 40.71016624020614)",CSCL_MN,ST,376.360100124,SPRUCE ST,19997.0,90969.0
1318,"(-74.00509364664792, 40.710977366173836)","(-74.00585049669355, 40.71167768936516)",CSCL_MN,ST,330.345454716,SPRUCE ST,15108.0,181292.0
1319,"(-74.00764028881476, 40.70834524095375)","(-74.00728273353928, 40.70870950949915)",CSCL_MN,ST,165.649850361,WILLIAM ST,53351.0,817.0
1320,"(-74.00764028881476, 40.70834524095375)","(-74.0068377870997, 40.707857835737876)",CSCL_MN,ST,284.66780043,PLATT ST,3005.0,79721.0
1321,"(-74.00764028881476, 40.70834524095375)","(-74.00800425959899, 40.70797679053121)",CSCL_MN,ST,167.936032484,WILLIAM ST,50144.0,818.0
1322,"(-74.00728273353928, 40.70870950949915)","(-74.00653116871753, 40.70822712625459)",CSCL_MN,ST,272.587901332,JOHN ST,38280.0,79744.0
1323,"(-74.00728273353928, 40.70870950949915)","(-74.007808236173, 40.709089763129576)",CSCL_MN,ST,201.066973573,JOHN ST,50094.0,172063.0
1324,"(-74.00800425959899, 40.70797679053121)","(-74.00826895681773, 40.70772193583758)",CSCL_MN,ST,118.351080224,WILLIAM ST,44068.0,819.0
1325,"(-74.00826895681773, 40.70772193583758)","(-74.0093715658533, 40.70861378035688)",CSCL_MN,ST,446.123477196,LIBERTY ST,37100.0,79625.0
1326,"(-74.00826895681773, 40.70772193583758)","(-74.00864537916455, 40.70734001931574)",CSCL_MN,ST,173.932691687,WILLIAM ST,66696.0,820.0
1327,"(-74.00826895681773, 40.70772193583758)","(-74.00745861058397, 40.70721929871762)",CSCL_MN,ST,289.846359388,LIBERTY ST,3248.0,190003.0
1328,"(-74.00864537916455, 40.70734001931574)","(-74.00900515727426, 40.7069389218325)",CSCL_MN,ST,176.930399117,WILLIAM ST,56339.0,821.0
1329,"(-74.00900515727426, 40.7069389218325)","(-74.01019980148217, 40.70769827923863)",CSCL_MN,ST,431.577147525,PINE ST,25109.0,182993.0
1330,"(-74.00737534400257, 40.710578867900395)","(-74.00775834326444, 40.710805284963094)",CSCL_MN,ST,134.458801347,ANN ST,83867.0,828.0
1331,"(-74.00354201925023, 40.74344827908278)","(-74.00638477174446, 40.74464590239015)",CSCL_MN,ST,900.493591131,W 18 ST,2966.0,839.0
1332,"(-74.00354201925023, 40.74344827908278)","(-74.0031163796129, 40.744034494224856)",CSCL_MN,AVE,243.979367367,9 AVE,445471.0,1436.0
1333,"(-74.00354201925023, 40.74344827908278)","(-74.00070275504731, 40.74225361074551)",CSCL_MN,ST,899.138835395,W 18 ST,12563.0,840.0
1334,"(-74.00638477174446, 40.74464590239015)","(-74.00595977647542, 40.74523098453932)",CSCL_MN,AVE,243.530715508,10 AVE,346321.0,1308.0
1335,"(-74.00638477174446, 40.74464590239015)","(-74.00688400015991, 40.74485572955269)",CSCL_MN,ST,158.051493124,W 18 ST,12189.0,129053.0
1336,"(-74.00070275504731, 40.74225361074551)","(-74.00027517957508, 40.74283879777586)",CSCL_MN,AVE,243.912652822,8 AVE,369199.0,1110.0
1337,"(-74.00070275504731, 40.74225361074551)","(-73.99786128446578, 40.74105636882547)",CSCL_MN,ST,900.140192024,W 18 ST,5661.0,841.0
1338,"(-73.99786128446578, 40.74105636882547)","(-73.99743359718977, 40.74164257250694)",CSCL_MN,AVE,244.252513967,7 AVE,306212.0,1336.0
1339,"(-73.99786128446578, 40.74105636882547)","(-73.99501798608529, 40.73986001124997)",CSCL_MN,ST,900.439620476,W 18 ST,7237.0,842.0
1340,"(-73.99501798608529, 40.73986001124997)","(-73.99459264910554, 40.74044198090835)",CSCL_MN,AVE,242.588733006,AVE OF THE AMERICAS,591818.0,994.0
1341,"(-73.99501798608529, 40.73986001124997)","(-73.99179768837975, 40.73850365378344)",CSCL_MN,ST,1020.08793309,W 18 ST,4033.0,843.0
1342,"(-73.99179768837975, 40.73850365378344)","(-73.99137407222926, 40.73908818750709)",CSCL_MN,AVE,243.176207287,5 AVE,146569.0,1918.0
1343,"(-73.99179768837975, 40.73850365378344)","(-73.9901221833309, 40.737795660626674)",CSCL_MN,ST,531.157151099,E 18 ST,5566.0,92201.0
1344,"(-74.0067578563082, 40.72249978650516)","(-74.00685916387276, 40.72182544294807)",CSCL_MN,ST,269.005245146,VARICK ST,2.0,102342.0
1345,"(-74.00658647809979, 40.715766360243755)","(-74.00616688335015, 40.71630137692528)",CSCL_MN,PL,226.990570755,TRIMBLE PL,4299.0,849.0
1346,"(-74.00482959331325, 40.73754746980004)","(-74.00386573444189, 40.737544057657054)",CSCL_MN,ST,267.111963676,W 12 ST,23264.0,855.0
1347,"(-74.00482959331325, 40.73754746980004)","(-74.00553386385978, 40.73687749280651)",CSCL_MN,AVE,312.528020084,8 AVE,211163.0,1100.0
1348,"(-74.00386573444189, 40.737544057657054)","(-74.00176797944185, 40.73767492547314)",CSCL_MN,ST,583.29106601,W 12 ST,23260.0,856.0
1349,"(-74.00386573444189, 40.737544057657054)","(-74.0037140398815, 40.736838361511715)",CSCL_MN,ST,260.521475717,W 4 ST,44268.0,1258.0
1350,"(-74.00176797944185, 40.73767492547314)","(-74.00064726151977, 40.73722952808179)",CSCL_MN,ST,350.416375534,W 12 ST,32266.0,857.0
1351,"(-74.00176797944185, 40.73767492547314)","(-74.00146275062274, 40.73716856512273)",CSCL_MN,AVE,202.950464117,GREENWICH AVE,69341.0,1216.0
1352,"(-74.00064726151977, 40.73722952808179)","(-74.00018308806388, 40.73786493661248)",CSCL_MN,AVE,264.837026402,7 AVE,286758.0,1329.0
1353,"(-74.00064726151977, 40.73722952808179)","(-73.99780751008134, 40.73603590657232)",CSCL_MN,ST,899.136537445,W 12 ST,22461.0,858.0
1354,"(-74.00064726151977, 40.73722952808179)","(-74.0010950050881, 40.73656323931118)",CSCL_MN,AVE,272.624120462,7 AVE,274799.0,1330.0
1355,"(-73.99780751008134, 40.73603590657232)","(-73.99734132833476, 40.73666788885814)",CSCL_MN,AVE,264.019554064,AVE OF THE AMERICAS,574873.0,988.0
1356,"(-73.99780751008134, 40.73603590657232)","(-73.99827418986168, 40.73539113958072)",CSCL_MN,AVE,268.15848365,AVE OF THE AMERICAS,571552.0,987.0
1357,"(-73.99780751008134, 40.73603590657232)","(-73.99701142073118, 40.73569912500802)",CSCL_MN,ST,252.446413648,W 12 ST,27586.0,183041.0
1358,"(-74.00579422144368, 40.73237233294683)","(-74.00546283731877, 40.732448063759605)",CSCL_MN,ST,95.8967377918,GROVE ST,12119.0,861.0
1359,"(-74.00579422144368, 40.73237233294683)","(-74.00605534002732, 40.73208789381906)",CSCL_MN,CT,189.831942399,GROVE CT,6726.0,109483.0
1360,"(-74.00546283731877, 40.732448063759605)","(-74.00397602133825, 40.73291502007921)",CSCL_MN,ST,445.802011772,GROVE ST,12826.0,862.0
1361,"(-74.00397602133825, 40.73291502007921)","(-74.00303209521854, 40.7332150981509)",CSCL_MN,ST,283.528844436,GROVE ST,17259.0,863.0
1362,"(-74.00303209521854, 40.7332150981509)","(-74.00257298541385, 40.73337194193575)",CSCL_MN,ST,139.481325312,GROVE ST,54275.0,864.0
1363,"(-74.00257298541385, 40.73337194193575)","(-74.00165395509816, 40.733705930068744)",CSCL_MN,ST,282.275293376,GROVE ST,58297.0,865.0
1364,"(-74.00165395509816, 40.733705930068744)","(-74.00110299150833, 40.733438809977585)",CSCL_MN,PL,181.071534888,WAVERLY PL,2237.0,79879.0
1365,"(-74.00517157349292, 40.72944720975885)","(-74.00468800159702, 40.730321142398914)",CSCL_MN,AVE,345.458930846,7 AVE S,145984.0,966.0
1366,"(-74.00517157349292, 40.72944720975885)","(-74.00395541862507, 40.72985689445793)",CSCL_MN,ST,368.636142585,CARMINE ST,24405.0,79804.0
1367,"(-74.00562918196614, 40.75078718724694)","(-74.0051773110549, 40.75140586515954)",CSCL_MN,AVE,257.840898124,11 AVE,407403.0,872.0
1368,"(-74.00562918196614, 40.75078718724694)","(-74.00607157283035, 40.75017805364349)",CSCL_MN,AVE,253.526901366,11 AVE,397301.0,873.0
1369,"(-74.00562918196614, 40.75078718724694)","(-74.00332254502649, 40.74981806419689)",CSCL_MN,ST,730.151262063,W 26 ST,1582.0,129114.0
1370,"(-74.0051773110549, 40.75140586515954)","(-74.00472225861256, 40.75202386557437)",CSCL_MN,AVE,258.054126087,11 AVE,412252.0,874.0
1371,"(-74.0051773110549, 40.75140586515954)","(-74.00291023030069, 40.75045175254303)",CSCL_MN,ST,717.908497667,W 27 ST,888.0,129131.0
1372,"(-74.00607157283035, 40.75017805364349)","(-74.00652834060276, 40.749553212570206)",CSCL_MN,AVE,260.463778112,11 AVE,394789.0,904.0
1373,"(-74.00607157283035, 40.75017805364349)","(-74.00379582646461, 40.74921206254928)",CSCL_MN,ST,722.119669961,W 25 ST,606.0,129111.0
1374,"(-74.00472225861256, 40.75202386557437)","(-74.00427447978784, 40.75264205317088)",CSCL_MN,AVE,257.134717435,11 AVE,414709.0,875.0
1375,"(-74.00472225861256, 40.75202386557437)","(-74.00245072816953, 40.75106718773277)",CSCL_MN,ST,719.434690329,W 28 ST,738.0,129134.0
1376,"(-74.00427447978784, 40.75264205317088)","(-74.00382215787603, 40.753260662460384)",CSCL_MN,AVE,257.878102657,11 AVE,417195.0,876.0
1377,"(-74.00427447978784, 40.75264205317088)","(-74.00201243205171, 40.75169078839949)",CSCL_MN,ST,716.175865103,W 29 ST,1136.0,129138.0
1378,"(-74.00382215787603, 40.753260662460384)","(-74.00371022637513, 40.75341449823091)",CSCL_MN,AVE,64.0548747025,11 AVE,419729.0,172352.0
1379,"(-74.00382215787603, 40.753260662460384)","(-74.00211259178552, 40.75253665445972)",CSCL_MN,ST,542.150851791,W 30 ST,1422.0,183053.0
1380,"(-74.0024725416573, 40.75511547905089)","(-74.00198507526392, 40.755781250096284)",CSCL_MN,AVE,277.624856766,11 AVE,354612.0,878.0
1381,"(-74.0024725416573, 40.75511547905089)","(-74.0050492816841, 40.75621876349161)",CSCL_MN,ST,819.362619562,W 33 ST,918.0,1802.0
1382,"(-74.0024725416573, 40.75511547905089)","(-74.0010274981649, 40.75450629811247)",CSCL_MN,ST,457.75778048,W 33 ST,81595.0,160499.0
1383,"(-74.0024725416573, 40.75511547905089)","(-74.00371022637513, 40.75341449823091)",CSCL_MN,AVE,708.269322375,11 AVE,429923.0,172361.0
1384,"(-74.00198507526392, 40.755781250096284)","(-74.00149992040005, 40.75645236808775)",CSCL_MN,AVE,279.018800289,11 AVE,360346.0,879.0
1385,"(-74.00198507526392, 40.755781250096284)","(-74.00355323574081, 40.75644519164051)",CSCL_MN,ST,497.269986347,W 34 ST,43248.0,79814.0
1386,"(-74.00198507526392, 40.755781250096284)","(-74.00050572408219, 40.75515857892372)",CSCL_MN,ST,468.450434917,W 34 ST,39444.0,160496.0
1387,"(-74.00149992040005, 40.75645236808775)","(-74.00105427280668, 40.75706637302031)",CSCL_MN,AVE,255.511297686,11 AVE,362149.0,880.0
1388,"(-74.00149992040005, 40.75645236808775)","(-74.00043833861702, 40.75600214482232)",CSCL_MN,ST,336.75799385,W 35 ST,6327.0,160531.0
1389,"(-74.00105427280668, 40.75706637302031)","(-74.00058422141191, 40.75769287574393)",CSCL_MN,AVE,262.790447639,11 AVE,366766.0,881.0
1390,"(-74.00105427280668, 40.75706637302031)","(-73.99993671582703, 40.75659034014222)",CSCL_MN,ST,354.879766305,W 36 ST,3433.0,1736.0
1391,"(-74.00058422141191, 40.75769287574393)","(-74.00013824952016, 40.75830649003847)",CSCL_MN,AVE,255.429072332,11 AVE,375518.0,882.0
1392,"(-74.00058422141191, 40.75769287574393)","(-73.99944057692723, 40.75720507338205)",CSCL_MN,ST,363.278369292,W 37 ST,8142.0,160527.0
1393,"(-74.00013824952016, 40.75830649003847)","(-73.99968639359965, 40.75892199641582)",CSCL_MN,AVE,256.823434433,11 AVE,381278.0,883.0
1394,"(-74.00013824952016, 40.75830649003847)","(-73.99892380253168, 40.75779999580749)",CSCL_MN,ST,383.732401373,W 38 ST,4738.0,160524.0
1395,"(-73.99968639359965, 40.75892199641582)","(-73.99924343797548, 40.75952651886574)",CSCL_MN,AVE,252.149424249,11 AVE,381072.0,884.0
1396,"(-73.99968639359965, 40.75892199641582)","(-74.00052000271022, 40.759270226360506)",CSCL_MN,ST,263.494176761,W 39 ST,11288.0,172666.0
1397,"(-73.99968639359965, 40.75892199641582)","(-73.99840894337747, 40.75837498081012)",CSCL_MN,ST,406.158305701,W 39 ST,26112.0,1783.0
1398,"(-73.99924343797548, 40.75952651886574)","(-73.99879755595886, 40.76015574908984)",CSCL_MN,AVE,260.409774851,11 AVE,382393.0,885.0
1399,"(-73.99924343797548, 40.75952651886574)","(-73.99812870611638, 40.759037324556566)",CSCL_MN,ST,356.559778268,W 40 ST,10713.0,167710.0
1400,"(-73.99879755595886, 40.76015574908984)","(-73.99831211272858, 40.76082206902134)",CSCL_MN,AVE,277.522754772,11 AVE,382905.0,886.0
1401,"(-73.99879755595886, 40.76015574908984)","(-73.9969423051791, 40.75937739329726)",CSCL_MN,ST,587.006978104,W 41 ST,5369.0,96533.0
1402,"(-73.99831211272858, 40.76082206902134)","(-73.99782085896231, 40.761499533230705)",CSCL_MN,AVE,281.854361206,11 AVE,384997.0,887.0
1403,"(-73.99831211272858, 40.76082206902134)","(-73.99623223142783, 40.75994603162039)",CSCL_MN,ST,658.682416367,W 42 ST,5307.0,1727.0
1404,"(-73.99782085896231, 40.761499533230705)","(-73.9973872232377, 40.76212524871479)",CSCL_MN,AVE,257.68259101,11 AVE,399724.0,888.0
1405,"(-73.99782085896231, 40.761499533230705)","(-73.99569464355086, 40.76060075156599)",CSCL_MN,ST,673.921689857,W 43 ST,18316.0,1712.0
1406,"(-73.9973872232377, 40.76212524871479)","(-73.99691343046075, 40.762748835873104)",CSCL_MN,AVE,262.380487674,11 AVE,400773.0,889.0
1407,"(-73.9973872232377, 40.76212524871479)","(-73.99520239519529, 40.7612103286572)",CSCL_MN,ST,690.970858328,W 44 ST,8381.0,72759.0
1408,"(-73.99691343046075, 40.762748835873104)","(-73.99645707101915, 40.76337621049381)",CSCL_MN,AVE,261.204402043,11 AVE,402127.0,890.0
1409,"(-73.99691343046075, 40.762748835873104)","(-73.99478232006022, 40.76184925472473)",CSCL_MN,ST,675.238897434,W 45 ST,19745.0,16735.0
1410,"(-73.99645707101915, 40.76337621049381)","(-73.99600204812027, 40.76399968028018)",CSCL_MN,AVE,259.779973692,11 AVE,404675.0,891.0
1411,"(-73.99645707101915, 40.76337621049381)","(-73.99837345601755, 40.76419254205512)",CSCL_MN,ST,608.504597392,W 46 ST,22469.0,140543.0
1412,"(-73.99645707101915, 40.76337621049381)","(-73.99430627829489, 40.76247471357262)",CSCL_MN,ST,680.342917069,W 46 ST,17859.0,1844.0
1413,"(-73.99600204812027, 40.76399968028018)","(-73.99554485701445, 40.764626063579016)",CSCL_MN,AVE,260.999009485,11 AVE,396681.0,892.0
1414,"(-73.99600204812027, 40.76399968028018)","(-73.99385874689041, 40.763100945888745)",CSCL_MN,ST,678.034738488,W 47 ST,15020.0,1877.0
1415,"(-73.99554485701445, 40.764626063579016)","(-73.9950881318876, 40.765252786443156)",CSCL_MN,AVE,261.044045714,11 AVE,392004.0,893.0
1416,"(-73.99554485701445, 40.764626063579016)","(-73.99343310431915, 40.76373738098324)",CSCL_MN,ST,668.609283975,W 48 ST,8238.0,181515.0
1417,"(-73.9950881318876, 40.765252786443156)","(-73.99463085271866, 40.765880867721926)",CSCL_MN,AVE,261.550794851,11 AVE,396949.0,894.0
1418,"(-73.9950881318876, 40.765252786443156)","(-73.99295634963663, 40.76435633219776)",CSCL_MN,ST,674.830152913,W 49 ST,5908.0,72629.0
1419,"(-73.99463085271866, 40.765880867721926)","(-73.99417335223653, 40.76650459731163)",CSCL_MN,AVE,260.19409811,11 AVE,399149.0,895.0
1420,"(-73.99463085271866, 40.765880867721926)","(-73.9917883408995, 40.76468386721868)",CSCL_MN,ST,900.106342918,W 50 ST,5816.0,80014.0
1421,"(-73.99417335223653, 40.76650459731163)","(-73.99372269705988, 40.767133961969684)",CSCL_MN,AVE,261.076570724,11 AVE,395154.0,896.0
1422,"(-73.99417335223653, 40.76650459731163)","(-73.99133264574373, 40.7653092699047)",CSCL_MN,ST,899.368102852,W 51 ST,12985.0,72800.0
1423,"(-73.99372269705988, 40.767133961969684)","(-73.99326422360895, 40.76775770687903)",CSCL_MN,AVE,260.329219321,11 AVE,394512.0,897.0
1424,"(-73.99372269705988, 40.767133961969684)","(-73.99087599485716, 40.765934220513714)",CSCL_MN,ST,901.593388992,W 52 ST,9596.0,79148.0
1425,"(-73.99326422360895, 40.76775770687903)","(-73.99280590385855, 40.76838243932267)",CSCL_MN,AVE,260.622050578,11 AVE,396499.0,898.0
1426,"(-73.99326422360895, 40.76775770687903)","(-73.99042168018246, 40.76656125816019)",CSCL_MN,ST,899.997784644,W 53 ST,1755.0,80084.0
1427,"(-73.99280590385855, 40.76838243932267)","(-73.99234969573426, 40.769004972927)",CSCL_MN,AVE,259.636959812,11 AVE,398548.0,899.0
1428,"(-73.99280590385855, 40.76838243932267)","(-73.9899638269705, 40.76718747461626)",CSCL_MN,ST,899.615971033,W 54 ST,15258.0,80023.0
1429,"(-73.99234969573426, 40.769004972927)","(-73.9918923413028, 40.769639256509436)",CSCL_MN,AVE,263.536783164,11 AVE,553832.0,900.0
1430,"(-73.99234969573426, 40.769004972927)","(-73.98950498236549, 40.767815382119394)",CSCL_MN,ST,899.303457598,W 55 ST,132239.0,66229.0
1431,"(-73.9918923413028, 40.769639256509436)","(-73.99140050435233, 40.770313391497844)",CSCL_MN,AVE,280.862655175,11 AVE,559556.0,901.0
1432,"(-73.9918923413028, 40.769639256509436)","(-73.98905077211593, 40.76844009111821)",CSCL_MN,ST,900.221738074,W 56 ST,7879.0,3988.0
1433,"(-73.99140050435233, 40.770313391497844)","(-73.99091307553007, 40.77098775903553)",CSCL_MN,AVE,280.346047331,11 AVE,561816.0,902.0
1434,"(-73.99140050435233, 40.770313391497844)","(-73.98855898637579, 40.76911581698951)",CSCL_MN,ST,899.921549937,W 57 ST,6274.0,79961.0
1435,"(-73.99091307553007, 40.77098775903553)","(-73.99045325452667, 40.77161224783818)",CSCL_MN,AVE,260.744487415,11 AVE,562355.0,903.0
1436,"(-73.99091307553007, 40.77098775903553)","(-73.98806289614691, 40.76979079978541)",CSCL_MN,ST,901.904868885,W 58 ST,7683.0,16758.0
1437,"(-73.99045325452667, 40.77161224783818)","(-73.98999457585532, 40.77224100055045)",CSCL_MN,AVE,261.946967736,W END AVE,562241.0,2805.0
1438,"(-73.99045325452667, 40.77161224783818)","(-73.99175793844428, 40.77216614451512)",CSCL_MN,ST,413.902705508,W 59 ST,9451.0,184129.0
1439,"(-73.99045325452667, 40.77161224783818)","(-73.98761512142401, 40.770415443132904)",CSCL_MN,ST,898.951879411,W 59 ST,12197.0,79380.0
1440,"(-74.00652834060276, 40.749553212570206)","(-74.00702312857821, 40.748890212738445)",CSCL_MN,AVE,277.744838616,11 AVE,380828.0,905.0
1441,"(-74.00652834060276, 40.749553212570206)","(-74.00424145058743, 40.74859002884725)",CSCL_MN,ST,724.326407048,W 24 ST,1246.0,129103.0
1442,"(-74.00702312857821, 40.748890212738445)","(-74.0074845458022, 40.7483156095694)",CSCL_MN,AVE,246.507492275,11 AVE,77075.0,146437.0
1443,"(-74.00702312857821, 40.748890212738445)","(-74.0074147279732, 40.74817633904564)",CSCL_MN,AVE,288.466003227,11 AVE,292641.0,146444.0
1444,"(-74.00702312857821, 40.748890212738445)","(-74.00473658203666, 40.74792835448492)",CSCL_MN,ST,724.014787893,W 23 ST,5733.0,129100.0
1445,"(-74.00763703805586, 40.74817634696854)","(-74.0074845458022, 40.7483156095694)",CSCL_MN,AVE,66.0278606521,11 AVE,48205.0,907.0
1446,"(-74.00763703805586, 40.74817634696854)","(-74.00762363664478, 40.74826835723672)",CSCL_MN,AVE,33.7273285785,12 AVE,182738.0,168797.0
1447,"(-74.00763703805586, 40.74817634696854)","(-74.00774123240043, 40.7480713709758)",CSCL_MN,AVE,47.9192741306,11 AVE,52951.0,146435.0
1448,"(-74.00763703805586, 40.74817634696854)","(-74.00767686547908, 40.74784947282207)",CSCL_MN,AVE,119.600948454,11 AVE,166596.0,146434.0
1449,"(-74.0074845458022, 40.7483156095694)","(-74.00765198030831, 40.74846427617658)",CSCL_MN,,87.2055111329,PEDESTRIAN AND BIKE PATH LINK,27845.0,146439.0
1450,"(-74.0074845458022, 40.7483156095694)","(-74.0074147279732, 40.74817633904564)",CSCL_MN,,55.6024737752,PEDESTRIAN AND BIKE PATH LINK,1357.0,176923.0
1451,"(-74.00785251808706, 40.74796463722215)","(-74.00774123240043, 40.7480713709758)",CSCL_MN,AVE,49.628315741,11 AVE,50355.0,908.0
1452,"(-74.00767686547908, 40.74784947282207)","(-74.0074147279732, 40.74817633904564)",CSCL_MN,AVE,139.490226602,11 AVE,295548.0,909.0
1453,"(-74.0074147279732, 40.74817633904564)","(-74.0052209568094, 40.74726119109965)",CSCL_MN,ST,693.293197888,W 22 ST,6768.0,129097.0
1454,"(-74.00518616200306, 40.719837466504934)","(-74.00520848726799, 40.720628644467155)",CSCL_MN,AVE,288.316849911,AVE OF THE AMERICAS,627149.0,1042.0
1455,"(-74.00518616200306, 40.719837466504934)","(-74.00517420268149, 40.7190045944156)",CSCL_MN,AVE,303.458953035,AVE OF THE AMERICAS,502177.0,1043.0
1456,"(-74.0018315425285, 40.71830880909061)","(-74.00098818050878, 40.717931901777575)",CSCL_MN,ST,271.130396206,WALKER ST,26286.0,940.0
1457,"(-74.0018315425285, 40.71830880909061)","(-74.0023555767028, 40.717687398427685)",CSCL_MN,ALY,268.995366926,CORTLANDT ALY,11156.0,1245.0
1458,"(-74.00098818050878, 40.717931901777575)","(-74.00027443693304, 40.71761940210768)",CSCL_MN,ST,228.273974849,WALKER ST,18944.0,941.0
1459,"(-74.00098818050878, 40.717931901777575)","(-74.00158824842286, 40.71729189389341)",CSCL_MN,ST,286.460169723,LAFAYETTE ST,51355.0,176506.0
1460,"(-74.00027443693304, 40.71761940210768)","(-73.99944838246387, 40.71732979709832)",CSCL_MN,ST,252.128438052,WALKER ST,16839.0,942.0
1461,"(-74.00027443693304, 40.71761940210768)","(-74.00081842581548, 40.71692970784939)",CSCL_MN,ST,293.053233247,CENTRE ST,101573.0,1655.0
1462,"(-73.99944838246387, 40.71732979709832)","(-73.9999309777797, 40.71654391427051)",CSCL_MN,ST,316.033207528,BAXTER ST,34496.0,1325.0
1463,"(-74.00415339140889, 40.71773950960501)","(-74.00367664913115, 40.71831776114365)",CSCL_MN,PL,248.694557446,FRANKLIN PL,449.0,91607.0
1464,"(-74.0029339530185, 40.71715527946103)","(-74.00241924010922, 40.71771866649722)",CSCL_MN,ALY,249.979314135,CORTLANDT ALY,4693.0,1244.0
1465,"(-74.0029339530185, 40.71715527946103)","(-74.00280679175283, 40.717092308947386)",CSCL_MN,ST,42.0585843479,FRANKLIN ST,6031.0,168696.0
1466,"(-74.00446035694131, 40.73071833832532)","(-74.00422349994055, 40.731127547446896)",CSCL_MN,AVE,162.900141627,7 AVE S,156054.0,953.0
1467,"(-74.00446035694131, 40.73071833832532)","(-74.00462631607512, 40.73100324402076)",CSCL_MN,ST,113.534486611,BEDFORD ST,27934.0,1152.0
1468,"(-74.00446035694131, 40.73071833832532)","(-74.00468800159702, 40.730321142398914)",CSCL_MN,AVE,157.86675996,7 AVE S,148499.0,954.0
1469,"(-74.00446035694131, 40.73071833832532)","(-74.00430267333925, 40.73044666130833)",CSCL_MN,ST,108.1990717,BEDFORD ST,31753.0,1156.0
1470,"(-74.00422349994055, 40.731127547446896)","(-74.00379036648185, 40.73189346269631)",CSCL_MN,AVE,303.772020758,7 AVE S,162966.0,955.0
1471,"(-74.00422349994055, 40.731127547446896)","(-74.00462631607512, 40.73100324402076)",CSCL_MN,ST,120.477026767,MORTON ST,6609.0,79642.0
1472,"(-74.00422349994055, 40.731127547446896)","(-74.00313982220108, 40.73146486747413)",CSCL_MN,ST,324.513176805,MORTON ST,3443.0,79643.0
1473,"(-74.00468800159702, 40.730321142398914)","(-74.0054745416611, 40.73010413917269)",CSCL_MN,ST,231.887640801,LEROY ST,13406.0,1066.0
1474,"(-74.00468800159702, 40.730321142398914)","(-74.00430267333925, 40.73044666130833)",CSCL_MN,ST,116.17461622,LEROY ST,14331.0,1064.0
1475,"(-74.00379036648185, 40.73189346269631)","(-74.00357725057064, 40.732263395055504)",CSCL_MN,AVE,147.151995459,7 AVE S,171581.0,956.0
1476,"(-74.00379036648185, 40.73189346269631)","(-74.00493928476156, 40.73154357164205)",CSCL_MN,ST,342.990395559,COMMERCE ST,4575.0,91609.0
